timestamp,Tweet Volume,Total Sentiment Value,Weighted Sentiment,BTC Value
1/1/2020 13:00,3089,-0.138681193,-428.3862052,7229.86
1/1/2020 16:15,3498,-0.165142942,-577.6700111,7231.546667
1/1/2020 19:30,3242,-0.197237707,-639.4446461,7210.47
1/1/2020 22:45,2854,-0.181357829,-517.595244,7193.633333
1/2/2020 2:00,2399,-0.145172176,-348.2680502,7150.98
1/2/2020 5:15,2465,-0.036271446,-89.40911439,7129.476667
1/2/2020 8:30,3013,-0.187433975,-564.7385667,7154.016667
1/2/2020 11:45,3587,-0.117775099,-422.4592801,7134.846667
1/2/2020 15:00,4721,-0.208322155,-983.4888938,7015.22
1/2/2020 18:15,4214,-0.161485009,-680.4978279,6969.14
1/2/2020 21:30,3477,-0.148834082,-517.4961031,6946.076667
1/3/2020 0:45,3038,-0.143335518,-435.4533037,6929.463333
1/3/2020 4:00,3392,-0.09358385,-317.4364192,7132.096667
1/3/2020 7:15,3535,-0.172020306,-608.0917817,7294.436667
1/3/2020 10:30,3922,-0.014312743,-56.13457805,7320.47
1/3/2020 13:45,5017,-0.130815014,-656.2989252,7340.563333
1/3/2020 17:00,4884,-0.120693966,-589.4693299,7341.843333
1/3/2020 20:15,3960,-0.15760377,-624.1109292,7316.163333
1/3/2020 23:30,3214,-0.163325708,-524.9288255,7313.26
1/4/2020 2:45,2805,-0.21839483,-612.5974982,7340.673333
1/4/2020 6:00,2924,0.012052343,35.24105093,7335.29
1/4/2020 9:15,3030,-0.32295066,-978.5404998,7332.676667
1/4/2020 12:30,3490,-0.18843788,-657.6482012,7316.236667
1/4/2020 15:45,4190,-0.226568168,-949.3206239,7330.296667
1/4/2020 19:00,3870,-0.220520779,-853.4154147,7331.37
1/4/2020 22:15,3488,-0.213909842,-746.1175289,7415.653333
1/5/2020 1:30,3032,-0.202630506,-614.3756942,7456.573333
1/5/2020 4:45,2441,-0.157211043,-383.752156,7461.666667
1/5/2020 8:00,2977,-0.115618756,-344.1970366,7433.803333
1/5/2020 11:15,3208,-0.143648735,-460.8251419,7438.073333
1/5/2020 14:30,4299,-0.115691279,-497.3568084,7459.756667
1/5/2020 17:45,4248,-0.152813467,-649.1516078,7441.003333
1/5/2020 21:00,3814,-0.198609671,-757.4972852,7372.99
1/6/2020 0:15,3561,-0.243225616,-866.1264186,7481.726667
1/6/2020 3:30,2757,-0.270543373,-745.8880794,7523.7
1/6/2020 6:45,3146,-0.257827965,-811.1267779,7536.75
1/6/2020 10:00,4231,-0.103291255,-437.0252999,7553.73
1/6/2020 13:15,4691,-0.15592523,-731.4452539,7539.106667
1/6/2020 16:30,4664,-0.178336317,-831.7605825,7541.036667
1/6/2020 19:45,4634,-0.197440727,-914.9403289,7665.22
1/6/2020 23:00,4809,-0.188216195,-905.1316818,7869.686667
1/7/2020 2:15,3008,-0.123919408,-372.7495793,7879.7
1/7/2020 5:30,2984,-0.19708922,-588.1142325,7879.273333
1/7/2020 8:45,3327,-0.301908411,-1004.449283,7901.67
1/7/2020 12:00,4158,-0.207670198,-863.4926833,7850.963333
1/7/2020 15:15,4868,-0.130899573,-637.2191214,7934.59
1/7/2020 18:30,5659,-0.08708805,-492.831275,8097.873333
1/7/2020 21:45,4886,-0.214249229,-1046.821733,8305.58
1/8/2020 1:00,4078,-0.071641892,-292.1556356,8339.526667
