timestamp,Tweet Volume,Total Sentiment Value,Weighted Sentiment,BTC Value
1/8/2020 4:15,3152,-0.142243366,-448.3510896,8331.86
1/8/2020 7:30,3877,-0.175046685,-678.6559977,8318.12
1/8/2020 10:45,4400,-0.165642391,-728.8265204,8338.11
1/8/2020 14:00,5361,-0.170653666,-914.8743034,8161.38
1/8/2020 17:15,4837,-0.109673759,-530.4919723,7969.613333
1/8/2020 20:30,3985,-0.176020374,-701.4411904,8042.03
1/8/2020 23:45,3074,-0.176959374,-543.9731157,7995.903333
1/9/2020 3:00,2816,-0.228835616,-644.4010947,7940.933333
1/9/2020 6:15,3327,-0.338413743,-1125.902523,7911.826667
1/9/2020 9:30,3610,-0.125946376,-454.6664174,7898.796667
1/9/2020 12:45,4442,-0.185028004,-821.8943938,7909.263333
1/9/2020 16:00,4796,-0.117425348,-563.171969,7839.456667
1/9/2020 19:15,4499,-0.167954437,-755.6270121,7860.12
1/9/2020 22:30,3247,-0.217058898,-704.7902418,7820.343333
1/10/2020 1:45,2712,-0.13426635,-364.1303412,7796.983333
1/10/2020 5:00,3211,-0.21666782,-695.72037,7737.82
1/10/2020 8:15,3770,-0.241581205,-910.7611429,7786.193333
1/10/2020 11:30,4393,-0.101050347,-443.9141744,7905.396667
1/10/2020 14:45,5335,-0.126058625,-672.5227644,7996.496667
1/10/2020 18:00,4730,-0.126296809,-597.3839066,8053.823333
1/10/2020 21:15,4174,-0.166452276,-694.7718,8111.12
1/11/2020 0:30,3255,-0.06781798,-220.7475249,8176.023333
1/11/2020 3:45,2643,-0.070920746,-187.4435317,8117.133333
1/11/2020 7:00,3081,-0.036363636,-112.0363625,8094.97
1/11/2020 10:15,3405,-0.143652825,-489.1378691,8056.2
1/11/2020 13:30,4108,-0.052636594,-216.2311282,8119.436667
1/11/2020 16:45,4509,-0.082607952,-372.4792556,8169.216667
1/11/2020 20:00,3831,-0.155177152,-594.4836693,8123.656667
1/11/2020 23:15,2898,-0.053566956,-155.2370385,8042.723333
1/12/2020 2:30,2588,0.022469146,58.15014985,8091.77
1/12/2020 5:45,2932,-0.099634571,-292.1285622,8122.33
1/12/2020 9:00,3141,-0.140011571,-439.7763445,8131.81
1/12/2020 12:15,3516,-0.140041199,-492.3848557,8155.05
1/12/2020 15:30,4351,-0.130898393,-569.5389079,8126.866667
1/12/2020 18:45,3527,-0.085413985,-301.2551251,8116.05
1/12/2020 22:00,3159,-0.015348509,-48.48593993,8148.57
1/13/2020 1:15,2729,-0.034909535,-95.26812102,8120.466667
1/13/2020 4:30,2757,-0.047296354,-130.396048,8085.5
1/13/2020 7:45,3469,-0.01479909,-51.33804321,8107.913333
1/13/2020 11:00,4238,-0.219590672,-930.6252679,8093.03
1/13/2020 14:15,4945,-0.122591598,-606.2154521,8105.07
1/13/2020 17:30,4693,-0.114788856,-538.7041012,8124.37
1/13/2020 20:45,3959,-0.113425585,-449.051891,8122.973333
1/14/2020 0:00,4426,-0.081659143,-361.4233669,8319.483333
1/14/2020 3:15,3901,-0.138258968,-539.3482342,8479.48
1/14/2020 6:30,4158,-0.149126052,-620.0661242,8524.666667
1/14/2020 9:45,4256,-0.104739625,-445.771844,8529.073333
1/14/2020 13:00,6661,-0.1077863,-717.9645443,8613.443333
1/14/2020 16:15,7100,-0.075321861,-534.7852131,8701.156667
1/14/2020 19:30,5623,-0.160513061,-902.564942,8740.326667
1/14/2020 22:45,5261,-0.101918921,-536.1954434,8797.666667
1/15/2020 2:00,3967,-0.002978674,-11.81639976,8672.776667
1/15/2020 5:15,3697,-0.07830417,-289.4905165,8656.353333
1/15/2020 8:30,4013,-0.064420396,-258.5190491,8744.976667
1/15/2020 11:45,4906,-0.115272109,-565.5249668,8827.053333
1/15/2020 15:00,5242,-0.101576006,-532.4614235,8766.43
1/15/2020 18:15,4662,-0.136982949,-638.6145082,8803.956667
1/15/2020 21:30,4032,-0.10226011,-412.3127635,8775.97
1/16/2020 0:45,3382,-0.224493168,-759.2358942,8670.426667
1/16/2020 4:00,2902,-0.212624644,-617.0367169,8680.313333
1/16/2020 7:15,3776,0.044723634,168.876442,8646.793333
1/16/2020 10:30,4182,-0.202559042,-847.1019136,8704.43
1/16/2020 13:45,5017,-0.0920531,-461.8304027,8670.633333
1/16/2020 17:00,4670,-0.140797862,-657.5260155,8687.486667
1/16/2020 20:15,4187,-0.150388849,-629.6781108,8717.906667
1/16/2020 23:30,3544,-0.13578862,-481.2348693,8720.193333
1/17/2020 2:45,3239,-0.080686139,-261.3424042,8841.44
1/17/2020 6:00,3991,-0.13921144,-555.592857,8928.046667
1/17/2020 9:15,3846,-0.141360176,-543.6712369,8887.493333
1/17/2020 12:30,4502,-0.156512764,-704.6204635,8825.78
1/17/2020 15:45,5023,-0.14146179,-710.5625712,8901.46
1/17/2020 19:00,4333,-0.112231955,-486.301061,8902.426667
1/17/2020 22:15,3711,-0.081877892,-303.8488572,8942.523333
1/18/2020 1:30,2934,-0.058045608,-170.3058139,8878.596667
1/18/2020 4:45,2447,-0.183667201,-449.4336408,8843.96
1/18/2020 8:00,3466,-0.136117168,-471.7821043,8865.946667
1/18/2020 11:15,3720,-0.125819781,-468.0495853,8919.576667
1/18/2020 14:30,4547,-0.105574112,-480.0454873,8903.506667
1/18/2020 17:45,3811,-0.115289657,-439.3688828,8900.303333
1/18/2020 21:00,3650,-0.028470858,-103.9186317,8916.72
1/19/2020 0:15,4054,-0.080251912,-325.3412512,9095.73
1/19/2020 3:30,2836,-0.032048771,-90.89031456,9127.573333
1/19/2020 6:45,3391,-0.27273523,-924.8451649,9076.103333
1/19/2020 10:00,4092,-0.165796609,-678.439724,8757.913333
1/19/2020 13:15,4484,-0.150761923,-676.0164627,8632.316667
1/19/2020 16:30,5087,-0.159618965,-811.981675,8643.006667
1/19/2020 19:45,4116,-0.223838073,-921.3175085,8654.856667
1/19/2020 23:00,3561,-0.205406066,-731.451001,8673.316667
1/20/2020 2:15,3176,-0.243730739,-774.0888271,8666.233333
1/20/2020 5:30,3221,-0.197762843,-636.9941173,8657.57
1/20/2020 8:45,3850,-0.157833248,-607.6580048,8625.843333
1/20/2020 12:00,4857,-0.138696514,-673.6489685,8616.383333
1/20/2020 15:15,4927,-0.145470119,-716.7312763,8669.52
1/20/2020 18:30,4645,-0.127916652,-594.1728485,8670.096667
1/20/2020 21:45,2673,-0.157925173,-422.1339874,8668.606667
1/21/2020 17:15,713,-0.089569034,-63.86272124,8647.91
1/21/2020 20:30,4210,-0.067694914,-284.9955879,8734.38
1/21/2020 23:45,3325,-0.107855481,-358.6194743,8725.163333
1/22/2020 3:00,2924,-0.12610957,-368.7443827,8727.81
1/22/2020 6:15,3353,-0.028310453,-94.92494891,8707.163333
1/22/2020 9:30,3468,-0.187877097,-651.5577724,8659.123333
1/22/2020 12:45,4347,-0.131103357,-569.9062929,8656.02
1/22/2020 16:00,4844,-0.088154077,-427.018349,8663.83
1/22/2020 19:15,4612,-0.142713574,-658.1950033,8662.85
1/22/2020 22:30,3600,-0.208717625,-751.38345,8634.446667
1/23/2020 1:45,3305,-0.194448347,-642.6517868,8595.613333
1/23/2020 5:00,3464,-0.191308727,-662.6934303,8577.303333
1/23/2020 8:15,4372,-0.114787214,-501.8496996,8488.903333
1/23/2020 11:30,4681,-0.193738478,-906.8898155,8390.993333
1/23/2020 14:45,5278,-0.137696533,-726.7623012,8348.3
1/23/2020 18:00,4889,-0.148848558,-727.7206001,8382.8
1/23/2020 21:15,4119,-0.221081514,-910.6347562,8404.633333
1/24/2020 0:30,3360,-0.147862108,-496.8166829,8344.18
1/24/2020 3:45,2809,-0.298556335,-838.644745,8331.51
1/24/2020 7:00,3637,-0.271400502,-987.0836258,8301.93
1/24/2020 10:15,4004,-0.169442781,-678.4488951,8374.876667
1/24/2020 13:30,5028,-0.153852055,-773.5681325,8473.87
1/24/2020 16:45,4723,-0.127191509,-600.725497,8489.683333
1/24/2020 20:00,4152,-0.180570484,-749.7286496,8455.29
1/24/2020 23:15,3211,-0.239297503,-768.3842821,8347.91
1/25/2020 2:30,2639,-0.060077435,-158.544351,8317.946667
1/25/2020 5:45,2965,-0.324454939,-962.0088941,8351.47
1/25/2020 9:00,3076,-0.265308746,-816.0897027,8332.083333
1/25/2020 12:15,3550,-0.190301843,-675.5715427,8328
1/25/2020 15:30,4006,-0.145163925,-581.5266836,8342.04
1/25/2020 18:45,3783,-0.16401509,-620.4690855,8382.783333
1/25/2020 22:00,3354,-0.211791266,-710.3479062,8353.82
1/26/2020 1:15,2599,-0.237578104,-617.4654923,8356.103333
1/26/2020 4:30,2406,-0.082539683,-198.5904773,8366.576667
1/26/2020 7:45,3150,-0.285495293,-899.310173,8426.733333
1/26/2020 11:00,3353,-0.124392759,-417.0889209,8452.103333
1/26/2020 14:15,4157,-0.226048122,-939.6820432,8535.683333
1/26/2020 17:30,4028,-0.117348458,-472.6795888,8583.883333
1/26/2020 20:45,3306,-0.192696182,-637.0535777,8596.69
1/27/2020 0:00,3149,-0.195279868,-614.9363043,8658.896667
1/27/2020 3:15,2599,-0.220163812,-572.2057474,8655.66
1/27/2020 6:30,3224,-0.255308571,-823.1148329,8631.776667
1/27/2020 9:45,3950,-0.208328699,-822.8983611,8710.676667
1/27/2020 13:00,5352,-0.091381068,-489.0714759,8768.38
1/27/2020 16:15,5141,-0.125471771,-645.0503747,8887.043333
1/27/2020 19:30,5477,-0.144075385,-789.1008836,8934.093333
1/27/2020 22:45,4521,-0.080539427,-364.1187495,9061.086667
1/28/2020 2:00,3627,-0.150720476,-546.6631665,9082.07
1/28/2020 5:15,3453,-0.238629553,-823.9878465,9003.956667
1/28/2020 8:30,3942,-0.148037772,-583.5648972,9047.68
1/28/2020 11:45,5169,-0.097467774,-503.8109238,9076.013333
1/28/2020 15:00,5463,-0.091164509,-498.0317127,8995.406667
1/28/2020 18:15,4830,-0.147937429,-714.5377821,9056.153333
1/28/2020 21:30,5316,-0.115963806,-616.4635927,9262.81
1/29/2020 0:45,3813,-0.067532313,-257.5007095,9339.13
1/29/2020 4:00,3515,-0.097097461,-341.2975754,9350.623333
1/29/2020 7:15,4105,-0.075610345,-310.3804662,9341.783333
1/29/2020 10:30,4757,-0.116137015,-552.4637804,9335.26
1/29/2020 13:45,5285,-0.107602143,-568.6773258,9332.93
1/29/2020 17:00,5203,-0.099989617,-520.2459773,9372.763333
1/29/2020 20:15,4752,-0.135628765,-644.5078913,9362.436667
1/29/2020 23:30,3370,-0.041967263,-141.4296763,9271.223333
1/30/2020 2:45,2956,-0.079332389,-234.5065419,9308.723333
1/30/2020 6:00,3668,-0.173563113,-636.6294985,9350.953333
1/30/2020 9:15,3705,-0.195851199,-725.6286923,9358.14
1/30/2020 12:30,4765,-0.084032279,-400.4138094,9372.98
1/30/2020 15:45,5895,-0.117043397,-689.9708253,9430.19
1/30/2020 19:00,5392,-0.107318553,-578.6616378,9528.546667
1/30/2020 22:15,3934,-0.163769003,-644.2672578,9506.69
1/31/2020 1:30,3070,-0.110982819,-340.7172543,9431.826667
1/31/2020 4:45,2978,-0.136363466,-406.0904017,9375.223333
1/31/2020 8:00,4063,-0.163494725,-664.2790677,9353.913333
1/31/2020 11:15,4416,-0.172159765,-760.2575222,9270.786667
1/31/2020 14:30,5200,-0.147344119,-766.1894188,9294.69
1/31/2020 17:45,4780,-0.147018638,-702.7490896,9312.346667
1/31/2020 21:00,4369,-0.145013567,-633.5642742,9371.716667
2/1/2020 0:15,3419,-0.194357024,-664.5066651,9415.666667
2/1/2020 3:30,2590,-0.280056518,-725.3463816,9410.866667
2/1/2020 6:45,2999,-0.180396029,-541.007691,9396.96
2/1/2020 10:00,3152,-0.239685135,-755.4875455,9348.056667
2/1/2020 13:15,3879,-0.210907706,-818.1109916,9346.376667
2/1/2020 16:30,4071,-0.18056616,-735.0848374,9382.386667
2/1/2020 19:45,3711,-0.139318236,-517.0099738,9377.676667
2/1/2020 23:00,3100,-0.172379211,-534.3755541,9312.72
2/2/2020 2:15,4246,-0.099554335,-422.7077064,9278.043333
2/2/2020 5:30,4551,-0.107453144,-489.0192583,9349.56
2/2/2020 8:45,4717,-0.065024729,-306.7216467,9411.66
2/2/2020 12:00,5274,-0.102096938,-538.459251,9430.183333
2/2/2020 15:15,5443,-0.036959301,-201.1694753,9434.023333
2/2/2020 18:30,5190,-0.102999105,-534.565355,9437.453333
2/2/2020 21:45,3863,-0.104196579,-402.5113847,9385.323333
2/3/2020 1:00,3785,-0.143212765,-542.0603155,9422.153333
2/3/2020 4:15,3143,-0.204511794,-642.7805685,9382.36
2/3/2020 7:30,3897,-0.245129998,-955.2716022,9350.806667
2/3/2020 10:45,4231,-0.173815377,-735.4128601,9339.93
2/3/2020 14:00,5353,-0.127425649,-682.1094991,9295.156667
2/3/2020 17:15,5075,-0.162543735,-824.9094551,9310.906667
2/3/2020 20:30,4404,-0.077901906,-343.079994,9297.673333
2/3/2020 23:45,3640,-0.251031065,-913.7530766,9309.873333
2/4/2020 3:00,3606,-0.146041649,-526.6261863,9278.613333
2/4/2020 6:15,3954,-0.156589351,-619.1542939,9237.19
2/4/2020 9:30,4210,-0.044923666,-189.1286339,9165.91
2/4/2020 12:45,5648,-0.169446549,-957.0341088,9181.593333
2/4/2020 16:00,5636,-0.155519017,-876.5051798,9197.496667
2/4/2020 19:15,4929,-0.177199692,-873.4172819,9177.873333
2/4/2020 22:30,3946,-0.208507688,-822.7713368,9212.66
2/5/2020 1:45,3358,-0.157286986,-528.169699,9223.18
2/5/2020 5:00,3444,-0.206366347,-710.7256991,9261.876667
2/5/2020 8:15,4362,-0.162061422,-706.9119228,9345.006667
2/5/2020 11:30,5330,-0.108001562,-575.6483255,9428.143333
2/5/2020 14:45,6521,-0.082319029,-536.8023881,9517.146667
2/5/2020 18:00,6756,-0.138579807,-936.2451761,9661.646667
2/5/2020 21:15,5057,-0.138515582,-700.4732982,9607.956667
2/6/2020 0:30,3754,-0.144669026,-543.0875236,9587.533333
2/6/2020 3:45,3650,-0.149746724,-546.5755426,9641.903333
2/6/2020 7:00,4374,-0.116008178,-507.4197706,9656.743333
2/6/2020 10:15,5210,-0.204537149,-1065.638546,9776.473333
2/6/2020 13:30,5958,-0.101008419,-601.8081604,9768.24
2/6/2020 16:45,5488,-0.128455458,-704.9635535,9762.02
2/6/2020 20:00,4710,-0.167671486,-789.7326991,9737.67
2/6/2020 23:15,3877,-0.179897517,-697.4626734,9809.546667
2/7/2020 2:30,3757,-0.244132845,-917.2070987,9791.266667
2/7/2020 5:45,4064,-0.131410924,-534.0539951,9776.09
2/7/2020 9:00,4458,-0.202803283,-904.0970356,9800.26
2/7/2020 12:15,5032,-0.158696402,-798.5602949,9799.82
2/7/2020 15:30,5455,-0.112411808,-613.2064126,9800.693333
2/7/2020 18:45,4101,-0.176492325,-723.7950248,9768.126667
2/7/2020 22:00,5776,-0.217405789,-1255.735837,9789.523333
2/8/2020 1:15,4312,-0.093621958,-403.6978829,9735.836667
2/8/2020 4:30,2995,-0.264390756,-791.8503142,9760.41
2/8/2020 7:45,3718,-0.12913817,-480.1357161,9798.39
2/8/2020 11:00,4234,-0.113788611,-481.780979,9809.726667
2/8/2020 14:15,5217,-0.158911606,-829.0418485,9853.683333
2/8/2020 17:30,4703,-0.115012774,-540.9050761,9856.483333
2/8/2020 20:45,4770,-0.133027299,-634.5402162,9896.036667
2/9/2020 0:00,4509,-0.102933412,-464.1267547,9951.84
2/9/2020 3:15,5955,-0.109884179,-654.3602859,10067.93667
2/9/2020 6:30,4584,-0.093719112,-429.6084094,10106.43333
2/9/2020 9:45,4258,-0.205424202,-874.6962521,10105.24
2/9/2020 13:00,5573,-0.123232143,-686.7727329,10089.13667
2/9/2020 16:15,5327,-0.14434632,-768.9328466,10091.09667
2/9/2020 19:30,4636,-0.18375822,-851.9031079,10098.82
2/9/2020 22:45,4008,-0.12192821,-488.6882657,10143.33667
2/10/2020 2:00,3325,-0.314105476,-1044.400708,10081.91333
2/10/2020 5:15,3855,-0.110828788,-427.2449777,9958.18
2/10/2020 8:30,4424,-0.114470934,-506.419412,9833.673333
2/10/2020 11:45,5190,-0.142802031,-741.1425409,9853.54
2/10/2020 15:00,5638,-0.16168906,-911.6029203,9866.02
2/10/2020 18:15,5388,-0.115826019,-624.0705904,9843.953333
2/10/2020 21:30,4389,-0.21321257,-935.7899697,9826.53
2/11/2020 0:45,3957,-0.241065938,-953.8979167,9762.18
2/11/2020 4:00,3256,-0.111996524,-364.6606821,9754.17
2/11/2020 7:15,4124,-0.101774891,-419.7196505,9774.113333
2/11/2020 10:30,4835,-0.146204284,-706.8977131,9844.41
2/11/2020 13:45,7128,-0.095550702,-681.0854039,10122.98
2/11/2020 17:00,6903,-0.13355167,-921.907178,10231.58667
2/11/2020 20:15,5187,-0.178604688,-926.4225167,10203.35667
2/11/2020 23:30,4561,-0.083861956,-382.4943813,10224.96333
2/12/2020 2:45,3823,-0.083199931,-318.0733362,10265.07333
2/12/2020 6:00,4795,-0.196448921,-941.9725762,10305.18333
2/12/2020 9:15,4823,-0.092623028,-446.720864,10304.45333
2/12/2020 12:30,6182,-0.161795779,-1000.221506,10326.32667
2/12/2020 15:45,6563,-0.137527399,-902.5923196,10337.71667
2/12/2020 19:00,6168,-0.123669682,-762.7945986,10359.04667
2/12/2020 22:15,4476,-0.177410466,-794.0892458,10354.29
2/13/2020 1:30,3943,-0.126692774,-499.5496079,10397.07333
2/13/2020 4:45,3647,-0.232073796,-846.373134,10390.29333
2/13/2020 8:00,4721,-0.258562832,-1220.67513,10222.32333
2/13/2020 11:15,5275,-0.138057039,-728.2508807,10294.83333
2/13/2020 14:30,5728,-0.155838373,-892.6422005,10231.81667
2/13/2020 17:45,5567,-0.195052128,-1085.855197,10227.71
2/13/2020 21:00,5010,-0.114888315,-575.5904582,10217.46
2/14/2020 0:15,3773,-0.074944556,-282.7658098,10252.57667
2/14/2020 3:30,3534,-0.173346532,-612.6066441,10214.33667
2/14/2020 6:45,4150,-0.140683389,-583.8360644,10191.76667
2/14/2020 10:00,4364,-0.191012406,-833.5781398,10255.47
2/14/2020 13:15,5389,-0.155312759,-836.9804583,10290.75667
2/14/2020 16:30,5689,-0.108895275,-619.5052195,10320.62667
2/14/2020 19:45,4798,-0.184830607,-886.8172524,10341.00667
2/14/2020 23:00,3853,-0.173960308,-670.2690667,10275.63667
2/15/2020 2:15,3021,-0.096670232,-292.0407709,10246.70333
2/15/2020 5:30,3211,-0.252668839,-811.319642,10231.64333
2/15/2020 8:45,3357,-0.081239354,-272.7205114,10241.81
2/15/2020 12:00,4117,-0.103982617,-428.0964342,10233.74667
2/15/2020 15:15,6297,-0.159480417,-1004.248186,9991.09
2/15/2020 18:30,4542,-0.187440998,-851.3570129,9908.106667
2/15/2020 21:45,3698,-0.183830288,-679.804405,9906.66
2/16/2020 1:00,3242,-0.190187314,-616.587272,9988.746667
2/16/2020 4:15,2813,-0.209781309,-590.1148222,9978.986667
2/16/2020 7:30,3601,-0.214467787,-772.298501,9974.543333
2/16/2020 10:45,3825,-0.164127731,-627.7885711,9924.096667
2/16/2020 14:00,5419,-0.173880288,-942.2572807,9808.203333
2/16/2020 17:15,4887,-0.200270437,-978.7216256,9771.283333
2/16/2020 20:30,3994,-0.142139799,-567.7063572,9887.55
2/16/2020 23:45,3393,-0.182865817,-620.4637171,9879.07
2/17/2020 3:00,3403,-0.301738926,-1026.817565,9784.986667
2/17/2020 6:15,3836,-0.176903403,-678.6014539,9786.11
2/17/2020 9:30,4424,-0.249230275,-1102.594737,9674.286667
2/17/2020 12:45,5773,-0.18598104,-1073.668544,9584.76
2/17/2020 16:00,5690,-0.187010247,-1064.088305,9647.513333
2/17/2020 19:15,5000,-0.22716909,-1135.84545,9652.49
2/17/2020 22:30,3938,-0.22525456,-887.0524573,9700.993333
2/18/2020 1:45,3476,-0.192277126,-668.35529,9761.823333
2/18/2020 5:00,3953,-0.19618478,-775.5184353,9782.94
2/18/2020 8:15,4431,-0.190218289,-842.8572386,9709.626667
2/18/2020 11:30,5204,-0.205235421,-1068.045131,9660.46
2/18/2020 14:45,6628,-0.107485235,-712.4121376,9853.28
2/18/2020 18:00,6417,-0.12857018,-825.0348451,10133.59667
2/18/2020 21:15,5005,-0.224677598,-1124.511378,10131.17667
2/19/2020 0:30,4029,-0.163901471,-660.3590267,10141.51
2/19/2020 3:45,3713,-0.291284295,-1081.538587,10097.66333
2/19/2020 7:00,4405,-0.220588911,-971.694153,10088.33667
2/19/2020 10:15,4679,-0.112522833,-526.4943356,10130.10667
2/19/2020 13:30,5598,-0.170877995,-956.575016,10142.4
2/19/2020 16:45,5816,-0.167632666,-974.9515855,10175.32
2/19/2020 20:00,7090,-0.154653235,-1096.491436,9736.77
2/19/2020 23:15,4733,-0.125354415,-593.3024462,9593.543333
2/20/2020 2:30,3713,-0.257226783,-955.0830453,9554.92
2/20/2020 5:45,3964,-0.185177956,-734.0454176,9583.12
2/20/2020 9:00,4309,-0.147213702,-634.3438419,9590.006667
2/20/2020 12:15,5038,-0.140883992,-709.7735517,9576.373333
2/20/2020 15:30,5766,-0.178831336,-1031.141483,9559.446667
2/20/2020 18:45,4910,-0.160235054,-786.7541151,9582.68
2/20/2020 22:00,4120,-0.157460501,-648.7372641,9610.45
2/21/2020 1:15,3556,-0.13264775,-471.695399,9674.01
2/21/2020 4:30,3423,-0.111261417,-380.8478304,9676.603333
2/21/2020 7:45,4357,-0.195372579,-851.2383267,9667.573333
2/21/2020 11:00,5076,-0.061616474,-312.765222,9716.013333
2/21/2020 14:15,5489,-0.201226604,-1104.532829,9701.24
2/21/2020 17:30,5442,-0.210577246,-1145.961373,9669.673333
2/21/2020 20:45,4583,-0.119072111,-545.7074847,9677.566667
2/22/2020 0:00,3285,-0.248078569,-814.9380992,9668.36
2/22/2020 3:15,2812,-0.279373486,-785.5982426,9606.286667
2/22/2020 6:30,3397,-0.25060579,-851.3078686,9615.95
2/22/2020 9:45,3255,-0.212355331,-691.2166024,9639.746667
2/22/2020 13:00,4085,-0.09915196,-405.0357566,9630.2
2/22/2020 16:15,4226,-0.211699181,-894.6407389,9646.733333
2/22/2020 19:30,3856,-0.152485031,-587.9822795,9674.28
2/22/2020 22:45,3207,-0.26085663,-836.5672124,9663.683333
2/23/2020 2:00,3135,-0.149478736,-468.6158374,9803.003333
2/23/2020 5:15,3268,-0.179766721,-587.4776442,9872.386667
2/23/2020 8:30,3228,-0.085763566,-276.844791,9893.213333
2/23/2020 11:45,3514,-0.107078232,-376.2729072,9867.886667
2/23/2020 15:00,4465,-0.155285625,-693.3503156,9870.976667
2/23/2020 18:15,4146,-0.18407309,-763.1670311,9872.59
2/23/2020 21:30,3974,-0.175018833,-695.5248423,9936.686667
2/24/2020 0:45,3604,-0.204764531,-737.9713697,9790.736667
2/24/2020 4:00,3274,-0.149535519,-489.5792892,9712.243333
2/24/2020 7:15,3927,-0.06720021,-263.8952247,9726.146667
2/24/2020 10:30,4269,-0.135014397,-576.3764608,9773.603333
2/24/2020 13:45,6078,-0.150425584,-914.2866996,9705.333333
2/24/2020 17:00,6369,-0.129378881,-824.0140931,9590.396667
2/24/2020 20:15,4941,-0.126097309,-623.0468038,9621.366667
2/24/2020 23:30,3739,-0.13602148,-508.5843137,9615.913333
2/25/2020 2:45,3155,-0.181442872,-572.4522612,9571.3
2/25/2020 6:00,3970,-0.213267208,-846.6708158,9548.333333
2/25/2020 9:15,4054,-0.278099555,-1127.415596,9596.336667
2/25/2020 12:30,5512,-0.16506011,-909.8113263,9474.996667
2/25/2020 15:45,6143,-0.135578599,-832.8593337,9373.193333
2/25/2020 19:00,5690,-0.18109855,-1030.45075,9365.056667
2/25/2020 22:15,4285,-0.204670293,-877.0122055,9287.913333
2/26/2020 1:30,4077,-0.199396648,-812.9401339,9173.68
2/26/2020 4:45,3599,-0.153101108,-551.0108877,9172.28
2/26/2020 8:00,4542,-0.143098748,-649.9545134,9170.543333
2/26/2020 11:15,5013,-0.170482364,-854.6280907,9093.19
2/26/2020 14:30,7486,-0.154943488,-1159.906951,8811.873333
2/26/2020 17:45,6024,-0.158287849,-953.5260024,8782.126667
2/26/2020 21:00,4738,-0.13875976,-657.4437429,8765.373333
2/27/2020 0:15,4076,-0.208655424,-850.4795082,8656.383333
2/27/2020 3:30,3332,-0.231710969,-772.0609487,8764.346667
2/27/2020 6:45,3923,-0.141066743,-553.4048328,8782.306667
2/27/2020 10:00,4232,-0.142295854,-602.1960541,8834.173333
2/27/2020 13:15,5503,-0.075572901,-415.8776742,8880.436667
2/27/2020 16:30,5606,-0.219520355,-1230.63111,8906.796667
2/27/2020 19:45,4932,-0.168589439,-831.4831131,8798.106667
2/27/2020 23:00,3906,-0.168299073,-657.3761791,8842.073333
2/28/2020 2:15,3153,-0.112589162,-354.9936278,8818.86
2/28/2020 5:30,3630,-0.002680679,-9.73086477,8753.133333
2/28/2020 8:45,4152,-0.200672313,-833.1914436,8627.403333
2/28/2020 12:00,5485,-0.096514267,-529.3807545,8604.596667
2/28/2020 15:15,6613,-0.111962946,-740.4109619,8586.953333
2/28/2020 18:30,5684,-0.130686207,-742.8204006,8621.923333
2/28/2020 21:45,4396,-0.092095643,-404.8524466,8715.233333
2/29/2020 1:00,3236,-0.016452353,-53.23981431,8714.52
2/29/2020 4:15,2711,-0.056801365,-153.9885005,8736.2
2/29/2020 7:30,3243,-0.095895437,-310.9889022,8711.566667
2/29/2020 10:45,3376,-0.214349682,-723.6445264,8651.55
2/29/2020 14:00,4020,-0.112866565,-453.7235913,8626.623333
2/29/2020 17:15,3838,-0.190291992,-730.3406653,8645.926667
2/29/2020 20:30,3214,-0.205385129,-660.1078046,8596.07
2/29/2020 23:45,3032,-0.141911446,-430.2755043,8606.826667
3/1/2020 3:00,2624,-0.272104978,-714.0034623,8587.45
3/1/2020 6:15,2950,-0.212633597,-627.2691112,8561.156667
3/1/2020 9:30,2997,-0.267294875,-801.0827404,8635.503333
3/1/2020 12:45,3784,-0.189548809,-717.2526933,8575.016667
3/1/2020 16:00,4605,-0.210578547,-969.7142089,8497.626667
3/1/2020 19:15,4017,-0.178082538,-715.3575551,8522.73
3/1/2020 22:30,3366,-0.243223636,-818.6907588,8546.806667
3/2/2020 1:45,2993,-0.149421506,-447.2185675,8613.03
3/2/2020 5:00,3235,-0.185504079,-600.1056956,8646.156667
3/2/2020 8:15,3917,-0.211311927,-827.7088181,8711.626667
3/2/2020 11:30,4952,-0.09214168,-456.2855994,8817.07
3/2/2020 14:45,5598,-0.136041631,-761.5610503,8851.403333
3/2/2020 18:00,5469,-0.121907164,-666.7102799,8878.226667
3/2/2020 21:15,4437,-0.164220177,-728.6449253,8874.643333
3/3/2020 0:30,3456,-0.191570374,-662.0672125,8852.82
3/3/2020 3:45,3195,-0.16253259,-519.2916251,8824.033333
3/3/2020 7:00,4040,-0.09916693,-400.6343972,8801.53
3/3/2020 10:15,4577,-0.118325202,-541.5744496,8813.833333
3/3/2020 13:30,5772,-0.166651323,-961.9114364,8726.53
3/3/2020 16:45,5294,-0.097461525,-515.9613134,8700.906667
3/3/2020 20:00,4893,-0.168341463,-823.6947785,8744.963333
3/3/2020 23:15,4003,-0.206416575,-826.2855497,8792.153333
3/4/2020 2:30,3627,-0.069418199,-251.7798078,8814.393333
3/4/2020 5:45,5475,-0.113191051,-619.7210042,8813.486667
3/4/2020 9:00,4927,-0.155315976,-765.2418138,8748.336667
3/4/2020 12:15,5881,-0.177378099,-1043.1606,8730.333333
3/4/2020 15:30,5770,-0.172089266,-992.9550648,8711.333333
3/4/2020 18:45,4903,-0.192326905,-942.9788152,8720.926667
3/4/2020 22:00,4110,-0.158153991,-650.012903,8824.93
3/5/2020 1:15,3647,-0.137704373,-502.2078483,8890.173333
